length,original,abbreviation,drop_vowel,truncation,truncation_keep_end,all_different?
3,reclusive,rlu,rclsv,rec,ree,1
4,reclusive,rclu,rclsv,recl,rece,1
5,reclusive,rclue,rclsv,reclu,recle,1
6,reclusive,rcluve,rclsv,reclus,reclue,1
7,reclusive,rclusve,rclsv,reclusi,recluse,1
3,recognize,rce,rcgnz,rec,ree,1
4,recognize,rcge,rcgnz,reco,rece,1
5,recognize,rcgze,rcgnz,recog,recoe,1
6,recognize,rcgnze,rcgnz,recogn,recoge,1
7,recognize,rcgnize,rcgnz,recogni,recogne,1
3,recognized,rcd,rcgnzd,rec,red,1
4,recognized,rcgd,rcgnzd,reco,recd,1
5,recognized,rcgzd,rcgnzd,recog,recod,1
6,recognized,rcgnzd,rcgnzd,recogn,recogd,1
7,recognized,rcgnzed,rcgnzd,recogni,recognd,1
8,recognized,rcgnized,rcgnzd,recogniz,recognid,1
3,recognizes,rcs,rcgnzs,rec,res,1
4,recognizes,rcgs,rcgnzs,reco,recs,1
5,recognizes,rcgzs,rcgnzs,recog,recos,1
6,recognizes,rcgnzs,rcgnzs,recogn,recogs,1
7,recognizes,rcgnzes,rcgnzs,recogni,recogns,1
8,recognizes,rcgnizes,rcgnzs,recogniz,recognis,1
3,recommending,rcg,rcmmndng,rec,reg,1
4,recommending,rcmg,rcmmndng,reco,recg,1
5,recommending,rcmdg,rcmmndng,recom,recog,1
6,recommending,rcmmdg,rcmmndng,recomm,recomg,1
7,recommending,rcmmdng,rcmmndng,recomme,recommg,1
8,recommending,rcmmding,rcmmndng,recommen,recommeg,1
9,recommending,recmmding,rcmmndng,recommend,recommeng,1
10,recommending,recmmnding,rcmmndng,recommendi,recommendg,1
3,reconnaissance,rni,rcnnssnc,rec,ree,1
4,reconnaissance,rcni,rcnnssnc,reco,rece,1
5,reconnaissance,rcnie,rcnnssnc,recon,recoe,1
6,reconnaissance,rcnise,rcnnssnc,reconn,recone,1
7,reconnaissance,rcnisce,rcnnssnc,reconna,reconne,1
8,reconnaissance,rcnisace,rcnnssnc,reconnai,reconnae,1
9,reconnaissance,rcnissace,rcnnssnc,reconnais,reconnaie,1
10,reconnaissance,rcnissance,rcnnssnc,reconnaiss,reconnaise,1
11,reconnaissance,recnissance,rcnnssnc,reconnaissa,reconnaisse,1
12,reconnaissance,recnnissance,rcnnssnc,reconnaissan,reconnaissae,1
3,reconnect,rne,rcnnct,rec,ret,1
4,reconnect,rcne,rcnnct,reco,rect,1
5,reconnect,rcnec,rcnnct,recon,recot,1
6,reconnect,rcnect,rcnnct,reconn,recont,1
7,reconnect,rcnnect,rcnnct,reconne,reconnt,1
3,reconsideration,rcn,rcnsdrtn,rec,ren,1
4,reconsideration,rcdn,rcnsdrtn,reco,recn,1
5,reconsideration,rcsdn,rcnsdrtn,recon,recon,1
6,reconsideration,recsdn,rcnsdrtn,recons,reconn,1
7,reconsideration,recsdtn,rcnsdrtn,reconsi,reconsn,1
8,reconsideration,recnsdtn,rcnsdrtn,reconsid,reconsin,1
9,reconsideration,reconsdtn,rcnsdrtn,reconside,reconsidn,1
10,reconsideration,reconsdrtn,rcnsdrtn,reconsider,reconsiden,1
11,reconsideration,reconsdrton,rcnsdrtn,reconsidera,reconsidern,1
12,reconsideration,reconsidrton,rcnsdrtn,reconsiderat,reconsideran,1
13,reconsideration,reconsidraton,rcnsdrtn,reconsiderati,reconsideratn,1
3,reconstituted,rcd,rcnstttd,rec,red,1
4,reconstituted,rctd,rcnstttd,reco,recd,1
5,reconstituted,rcttd,rcnstttd,recon,recod,1
6,reconstituted,rcsttd,rcnstttd,recons,recond,1
7,reconstituted,rcstttd,rcnstttd,reconst,reconsd,1
8,reconstituted,rcsttutd,rcnstttd,reconsti,reconstd,1
9,reconstituted,recsttutd,rcnstttd,reconstit,reconstid,1
10,reconstituted,recnsttutd,rcnstttd,reconstitu,reconstitd,1
11,reconstituted,reconsttutd,rcnstttd,reconstitut,reconstitud,1
3,reconstructing,rcg,rcnstrctng,rec,reg,1
4,reconstructing,rccg,rcnstrctng,reco,recg,1
5,reconstructing,rcscg,rcnstrctng,recon,recog,1
6,reconstructing,rcscng,rcnstrctng,recons,recong,1
7,reconstructing,rcstcng,rcnstrctng,reconst,reconsg,1
8,reconstructing,rcstctng,rcnstrctng,reconstr,reconstg,1
9,reconstructing,rcstrctng,rcnstrctng,reconstru,reconstrg,1
10,reconstructing,recstrctng,rcnstrctng,reconstruc,reconstrug,1
11,reconstructing,recnstrctng,rcnstrctng,reconstruct,reconstrucg,1
12,reconstructing,recnstructng,rcnstrctng,reconstructi,reconstructg,1
3,recording,rcd,rcrdng,rec,reg,1
4,recording,rcdg,rcrdng,reco,recg,1
5,recording,rcdng,rcrdng,recor,recog,1
6,recording,rcding,rcrdng,record,recorg,1
7,recording,rcrding,rcrdng,recordi,recordg,1
3,recruited,rci,rcrtd,rec,red,1
4,recruited,rcid,rcrtd,recr,recd,1
5,recruited,rcrid,rcrtd,recru,recrd,1
6,recruited,rcritd,rcrtd,recrui,recrud,1
7,recruited,recritd,rcrtd,recruit,recruid,1
3,recruiters,rci,rcrtrs,rec,res,1
4,recruiters,rcis,rcrtrs,recr,recs,1
5,recruiters,rcris,rcrtrs,recru,recrs,1
6,recruiters,rcrits,rcrtrs,recrui,recrus,1
7,recruiters,rcritrs,rcrtrs,recruit,recruis,1
8,recruiters,recritrs,rcrtrs,recruite,recruits,1
3,recruiting,rci,rcrtng,rec,reg,1
4,recruiting,rcig,rcrtng,recr,recg,1
5,recruiting,rcrig,rcrtng,recru,recrg,1
6,recruiting,rcritg,rcrtng,recrui,recrug,1
7,recruiting,rcritng,rcrtng,recruit,recruig,1
8,recruiting,recritng,rcrtng,recruiti,recruitg,1
3,recurred,rcd,rcrrd,rec,red,1
4,recurred,rcrd,rcrrd,recu,recd,1
5,recurred,rcrrd,rcrrd,recur,recud,1
6,recurred,rcurrd,rcrrd,recurr,recurd,1
3,recurrence,rce,rcrrnc,rec,ree,1
4,recurrence,rcce,rcrrnc,recu,rece,1
5,recurrence,rcrce,rcrrnc,recur,recue,1
6,recurrence,rcrrce,rcrrnc,recurr,recure,1
7,recurrence,rcurrce,rcrrnc,recurre,recurre,1
8,recurrence,rcurrnce,rcrrnc,recurren,recurree,1
3,recyclable,ryc,rcyclbl,rec,ree,1
4,recyclable,rycl,rcyclbl,recy,rece,1
5,recyclable,rycll,rcyclbl,recyc,recye,1
6,recyclable,rcycll,rcyclbl,recycl,recyce,1
7,recyclable,rcyclbl,rcyclbl,recycla,recycle,1
8,recyclable,rcyclble,rcyclbl,recyclab,recyclae,1
3,redesign,rgn,rdsgn,red,ren,1
4,redesign,rsgn,rdsgn,rede,redn,1
5,redesign,rdsgn,rdsgn,redes,reden,1
6,redesign,redsgn,rdsgn,redesi,redesn,1
3,redistributed,rbd,rdstrbtd,red,red,1
4,redistributed,rbtd,rdstrbtd,redi,redd,1
5,redistributed,rsbtd,rdstrbtd,redis,redid,1
6,redistributed,rdsbtd,rdstrbtd,redist,redisd,1
7,redistributed,rdsbutd,rdstrbtd,redistr,redistd,1
8,redistributed,rdstbutd,rdstrbtd,redistri,redistrd,1
9,redistributed,rdistbutd,rdstrbtd,redistrib,redistrid,1
10,redistributed,rdistrbutd,rdstrbtd,redistribu,redistribd,1
11,redistributed,redistrbutd,rdstrbtd,redistribut,redistribud,1
3,redolent,rot,rdlnt,red,ret,1
4,redolent,rdot,rdlnt,redo,redt,1
5,redolent,rdolt,rdlnt,redol,redot,1
6,redolent,rdolnt,rdlnt,redole,redolt,1
3,redshirt,rrt,rdshrt,red,ret,1
4,redshirt,rsrt,rdshrt,reds,redt,1
5,redshirt,rshrt,rdshrt,redsh,redst,1
6,redshirt,rdshrt,rdshrt,redshi,redsht,1
3,redskins,rks,rdskns,red,res,1
4,redskins,rsks,rdskns,reds,reds,1
5,redskins,rdsks,rdskns,redsk,redss,1
6,redskins,rdskis,rdskns,redski,redsks,1
3,reducing,rcg,rdcng,red,reg,1
4,reducing,rdcg,rdcng,redu,redg,1
5,reducing,rdcig,rdcng,reduc,redug,1
6,reducing,rdcing,rdcng,reduci,reducg,1
3,redwoods,rwd,rdwds,red,res,1
4,redwoods,rwds,rdwds,redw,reds,1
5,redwoods,rdwds,rdwds,redwo,redws,1
6,redwoods,rdwods,rdwds,redwoo,redwos,1
3,reestablish,rel,rstblsh,ree,reh,1
4,reestablish,rebl,rstblsh,rees,reeh,1
5,reestablish,reblh,rstblsh,reest,reesh,1
6,reestablish,reblsh,rstblsh,reesta,reesth,1
7,reestablish,resblsh,rstblsh,reestab,reestah,1
8,reestablish,restblsh,rstblsh,reestabl,reestabh,1
9,reestablish,reestblsh,rstblsh,reestabli,reestablh,1
3,referenced,rfd,rfrncd,ref,red,1
4,referenced,rfcd,rfrncd,refe,refd,1
5,referenced,rfecd,rfrncd,refer,refed,1
6,referenced,rfeced,rfrncd,refere,referd,1
7,referenced,rfenced,rfrncd,referen,refered,1
8,referenced,refenced,rfrncd,referenc,referend,1
3,references,rfs,rfrncs,ref,res,1
4,references,rfcs,rfrncs,refe,refs,1
5,references,rfecs,rfrncs,refer,refes,1
6,references,rfeces,rfrncs,refere,refers,1
7,references,rfences,rfrncs,referen,referes,1
8,references,refences,rfrncs,referenc,referens,1
3,referents,rfs,rfrnts,ref,res,1
4,referents,rfts,rfrnts,refe,refs,1
5,referents,rfets,rfrnts,refer,refes,1
6,referents,rfents,rfrnts,refere,refers,1
7,referents,refents,rfrnts,referen,referes,1
3,referring,rfg,rfrrng,ref,reg,1
4,referring,rfrg,rfrrng,refe,refg,1
5,referring,rferg,rfrrng,refer,refeg,1
6,referring,rferng,rfrrng,referr,referg,1
7,referring,referng,rfrrng,referri,referrg,1
3,refilled,rfi,rflld,ref,red,1
4,refilled,rfid,rflld,refi,refd,1
5,refilled,rfild,rflld,refil,refid,1
6,refilled,rfiled,rflld,refill,refild,1
3,refilling,rfi,rfllng,ref,reg,1
4,refilling,rfig,rfllng,refi,refg,1
5,refilling,rfilg,rfllng,refil,refig,1
6,refilling,rfilng,rfllng,refill,refilg,1
7,refilling,refilng,rfllng,refilli,refillg,1
3,refinance,rfi,rfnnc,ref,ree,1
4,refinance,rfie,rfnnc,refi,refe,1
5,refinance,rfice,rfnnc,refin,refie,1
6,refinance,rfince,rfnnc,refina,refine,1
7,refinance,rfinnce,rfnnc,refinan,refinae,1
3,refinanced,rfi,rfnncd,ref,red,1
4,refinanced,rfid,rfnncd,refi,refd,1
5,refinanced,rficd,rfnncd,refin,refid,1
6,refinanced,rficed,rfnncd,refina,refind,1
7,refinanced,rfinced,rfnncd,refinan,refinad,1
8,refinanced,rfinnced,rfnncd,refinanc,refinand,1
3,refinements,rfi,rfnmnts,ref,res,1
4,refinements,rfie,rfnmnts,refi,refs,1
5,refinements,rfies,rfnmnts,refin,refis,1
6,refinements,rfiems,rfnmnts,refine,refins,1
7,refinements,rfiemts,rfnmnts,refinem,refines,1
8,refinements,rfinemts,rfnmnts,refineme,refinems,1
9,refinements,rfinemnts,rfnmnts,refinemen,refinemes,1
3,reflects,rfl,rflcts,ref,res,1
4,reflects,rflc,rflcts,refl,refs,1
5,reflects,rflcs,rflcts,refle,refls,1
6,reflects,rflcts,rflcts,reflec,refles,1
3,reformer,rfo,rfrmr,ref,rer,1
4,reformer,rfom,rfrmr,refo,refr,1
5,reformer,rfomr,rfrmr,refor,refor,1
6,reformer,rformr,rfrmr,reform,reforr,1
3,refracted,rfr,rfrctd,ref,red,1
4,refracted,rfrd,rfrctd,refr,refd,1
5,refracted,rfrcd,rfrctd,refra,refrd,1
6,refracted,rfrctd,rfrctd,refrac,refrad,1
7,refracted,refrctd,rfrctd,refract,refracd,1
3,refraining,rfr,rfrnng,ref,reg,1
4,refraining,rfri,rfrnng,refr,refg,1
5,refraining,rfrig,rfrnng,refra,refrg,1
6,refraining,rfring,rfrnng,refrai,refrag,1
7,refraining,rfrinng,rfrnng,refrain,refraig,1
8,refraining,rfrining,rfrnng,refraini,refraing,1
3,refrains,rfr,rfrns,ref,res,1
4,refrains,rfri,rfrns,refr,refs,1
5,refrains,rfris,rfrns,refra,refrs,1
6,refrains,rfrins,rfrns,refrai,refras,1
3,refreshed,rfr,rfrshd,ref,red,1
4,refreshed,rfrd,rfrshd,refr,refd,1
5,refreshed,rfrhd,rfrshd,refre,refrd,1
6,refreshed,rfrshd,rfrshd,refres,refred,1
7,refreshed,rfrshed,rfrshd,refresh,refresd,1
3,refresher,rfr,rfrshr,ref,rer,1
4,refresher,rfrr,rfrshr,refr,refr,1
5,refresher,rfrhr,rfrshr,refre,refrr,1
6,refresher,rfrshr,rfrshr,refres,refrer,1
7,refresher,rfrsher,rfrshr,refresh,refresr,1
3,refreshments,rfr,rfrshmnts,ref,res,1
4,refreshments,rfrm,rfrshmnts,refr,refs,1
5,refreshments,rfrms,rfrshmnts,refre,refrs,1
6,refreshments,rfrhms,rfrshmnts,refres,refres,1
7,refreshments,rfrshms,rfrshmnts,refresh,refress,1
8,refreshments,rfrshmts,rfrshmnts,refreshm,refreshs,1
9,refreshments,rfrshmnts,rfrshmnts,refreshme,refreshms,1
10,refreshments,refrshmnts,rfrshmnts,refreshmen,refreshmes,1
3,refrigerated,rfr,rfrgrtd,ref,red,1
4,refrigerated,rfrd,rfrgrtd,refr,refd,1
5,refrigerated,rfred,rfrgrtd,refri,refrd,1
6,refrigerated,rfrged,rfrgrtd,refrig,refrid,1
7,refrigerated,refrged,rfrgrtd,refrige,refrigd,1
8,refrigerated,refrgetd,rfrgrtd,refriger,refriged,1
9,refrigerated,refrgeted,rfrgrtd,refrigera,refrigerd,1
10,refrigerated,refrgerted,rfrgrtd,refrigerat,refrigerad,1
3,refrigeration,rfr,rfrgrtn,ref,ren,1
4,refrigeration,rfrn,rfrgrtn,refr,refn,1
5,refrigeration,rfren,rfrgrtn,refri,refrn,1
6,refrigeration,rfrgen,rfrgrtn,refrig,refrin,1
7,refrigeration,rfrgetn,rfrgrtn,refrige,refrign,1
8,refrigeration,refrgetn,rfrgrtn,refriger,refrigen,1
9,refrigeration,refrgertn,rfrgrtn,refrigera,refrigern,1
10,refrigeration,refrgerton,rfrgrtn,refrigerat,refrigeran,1
11,refrigeration,refrgeraton,rfrgrtn,refrigerati,refrigeratn,1
3,refusals,rfu,rfsls,ref,res,1
4,refusals,rfus,rfsls,refu,refs,1
5,refusals,rfuas,rfsls,refus,refus,1
6,refusals,rfuals,rfsls,refusa,refuss,1
3,regarding,rgd,rgrdng,reg,reg,1
4,regarding,rgdg,rgrdng,rega,regg,1
5,regarding,rgrdg,rgrdng,regar,regag,1
6,regarding,rgrdng,rgrdng,regard,regarg,1
7,regarding,rgrding,rgrdng,regardi,regardg,1
3,regardless,rgl,rgrdlss,reg,res,1
4,regardless,rgdl,rgrdlss,rega,regs,1
5,regardless,rgdls,rgrdlss,regar,regas,1
6,regardless,rgdlss,rgrdlss,regard,regars,1
7,regardless,rgrdlss,rgrdlss,regardl,regards,1
8,regardless,rgardlss,rgrdlss,regardle,regardls,1
3,regimented,rgd,rgmntd,reg,red,1
4,regimented,rgmd,rgmntd,regi,regd,1
5,regimented,rgmtd,rgmntd,regim,regid,1
6,regimented,rgimtd,rgmntd,regime,regimd,1
7,regimented,rgimntd,rgmntd,regimen,regimed,1
8,regimented,regimntd,rgmntd,regiment,regimend,1
3,registrar,rgr,rgstrr,reg,rer,1
4,registrar,rgsr,rgstrr,regi,regr,1
5,registrar,rgstr,rgstrr,regis,regir,1
6,registrar,rgstrr,rgstrr,regist,regisr,1
7,registrar,rgistrr,rgstrr,registr,registr,1
3,regretfully,rfu,rgrtflly,reg,rey,1
4,regretfully,rgfu,rgrtflly,regr,regy,1
5,regretfully,rgfuy,rgrtflly,regre,regry,1
6,regretfully,rgtfuy,rgrtflly,regret,regrey,1
7,regretfully,rgtfuly,rgrtflly,regretf,regrety,1
8,regretfully,rgrtfuly,rgrtflly,regretfu,regretfy,1
9,regretfully,rgrtfully,rgrtflly,regretful,regretfuy,1
3,regretted,rgt,rgrttd,reg,red,1
4,regretted,rgtd,rgrttd,regr,regd,1
5,regretted,rgttd,rgrttd,regre,regrd,1
6,regretted,rgrttd,rgrttd,regret,regred,1
7,regretted,regrttd,rgrttd,regrett,regretd,1
3,regretting,rgt,rgrttng,reg,reg,1
4,regretting,rgtg,rgrttng,regr,regg,1
5,regretting,rgttg,rgrttng,regre,regrg,1
6,regretting,rgrttg,rgrttng,regret,regreg,1
7,regretting,rgrttng,rgrttng,regrett,regretg,1
8,regretting,regrttng,rgrttng,regretti,regrettg,1
3,rehabilitate,rbi,rhbltt,reh,ree,1
4,rehabilitate,rbie,rhbltt,reha,rehe,1
5,rehabilitate,rhbie,rhbltt,rehab,rehae,1
6,rehabilitate,rhbile,rhbltt,rehabi,rehabe,1
7,rehabilitate,rhabile,rhbltt,rehabil,rehabie,1
8,rehabilitate,rhabilte,rhbltt,rehabili,rehabile,1
9,rehabilitate,rhabiltte,rhbltt,rehabilit,rehabilie,1
10,rehabilitate,rhabiltate,rhbltt,rehabilita,rehabilite,1
3,reimbursed,rid,rmbrsd,rei,red,1
4,reimbursed,ribd,rmbrsd,reim,reid,1
5,reimbursed,rimbd,rmbrsd,reimb,reimd,1
6,reimbursed,rimbud,rmbrsd,reimbu,reimbd,1
7,reimbursed,rimburd,rmbrsd,reimbur,reimbud,1
8,reimbursed,rimbured,rmbrsd,reimburs,reimburd,1
3,reindeer,rie,rndr,rei,rer,1
4,reindeer,rier,rndr,rein,reir,1
5,reindeer,rider,rndr,reind,reinr,1
6,reindeer,rinder,rndr,reinde,reindr,1
3,reinforced,rio,rnfrcd,rei,red,1
4,reinforced,rifo,rnfrcd,rein,reid,1
5,reinforced,rifod,rnfrcd,reinf,reind,1
6,reinforced,rifocd,rnfrcd,reinfo,reinfd,1
7,reinforced,rifoced,rnfrcd,reinfor,reinfod,1
8,reinforced,riforced,rnfrcd,reinforc,reinford,1
3,reinforcements,rio,rnfrcmnts,rei,res,1
4,reinforcements,rifo,rnfrcmnts,rein,reis,1
5,reinforcements,rifos,rnfrcmnts,reinf,reins,1
6,reinforcements,rifoms,rnfrcmnts,reinfo,reinfs,1
7,reinforcements,rifocms,rnfrcmnts,reinfor,reinfos,1
8,reinforcements,rifocmts,rnfrcmnts,reinforc,reinfors,1
9,reinforcements,rinfocmts,rnfrcmnts,reinforce,reinforcs,1
10,reinforcements,rinforcmts,rnfrcmnts,reinforcem,reinforces,1
11,reinforcements,rinforcmnts,rnfrcmnts,reinforceme,reinforcems,1
12,reinforcements,rinforcemnts,rnfrcmnts,reinforcemen,reinforcemes,1
3,reinsdorf,rid,rnsdrf,rei,ref,1
4,reinsdorf,rido,rnsdrf,rein,reif,1
5,reinsdorf,ridof,rnsdrf,reins,reinf,1
6,reinsdorf,risdof,rnsdrf,reinsd,reinsf,1
7,reinsdorf,risdorf,rnsdrf,reinsdo,reinsdf,1
3,reinstated,rid,rnsttd,rei,red,1
4,reinstated,risd,rnsttd,rein,reid,1
5,reinstated,ristd,rnsttd,reins,reind,1
6,reinstated,ristad,rnsttd,reinst,reinsd,1
7,reinstated,rinstad,rnsttd,reinsta,reinstd,1
8,reinstated,rinstatd,rnsttd,reinstat,reinstad,1
3,reinvention,riv,rnvntn,rei,ren,1
4,reinvention,rivn,rnvntn,rein,rein,1
5,reinvention,rivtn,rnvntn,reinv,reinn,1
6,reinvention,rinvtn,rnvntn,reinve,reinvn,1
7,reinvention,reinvtn,rnvntn,reinven,reinven,1
8,reinvention,reinvntn,rnvntn,reinvent,reinvenn,1
9,reinvention,reinventn,rnvntn,reinventi,reinventn,1
3,reinvigorate,rio,rnvgrt,rei,ree,1
4,reinvigorate,rivo,rnvgrt,rein,reie,1
5,reinvigorate,rivoe,rnvgrt,reinv,reine,1
6,reinvigorate,rivgoe,rnvgrt,reinvi,reinve,1
7,reinvigorate,rivigoe,rnvgrt,reinvig,reinvie,1
8,reinvigorate,rivigote,rnvgrt,reinvigo,reinvige,1
9,reinvigorate,rivigorte,rnvgrt,reinvigor,reinvigoe,1
10,reinvigorate,rinvigorte,rnvgrt,reinvigora,reinvigore,1
3,reissued,rie,rssd,rei,red,1
4,reissued,ried,rssd,reis,reid,1
5,reissued,rised,rssd,reiss,reisd,1
6,reissued,rissed,rssd,reissu,reissd,1
3,reiterating,rig,rtrtng,rei,reg,1
4,reiterating,ritg,rtrtng,reit,reig,1
5,reiterating,ritng,rtrtng,reite,reitg,1
6,reiterating,reitng,rtrtng,reiter,reiteg,1
7,reiterating,reittng,rtrtng,reitera,reiterg,1
8,reiterating,reitrtng,rtrtng,reiterat,reiterag,1
9,reiterating,reitratng,rtrtng,reiterati,reiteratg,1
3,rejection,rje,rjctn,rej,ren,1
4,rejection,rjec,rjctn,reje,rejn,1
5,rejection,rjecn,rjctn,rejec,rejen,1
6,rejection,rjectn,rjctn,reject,rejecn,1
7,rejection,rejectn,rjctn,rejecti,rejectn,1
3,rejoicing,rjo,rjcng,rej,reg,1
4,rejoicing,rjoi,rjcng,rejo,rejg,1
5,rejoicing,rjoig,rjcng,rejoi,rejog,1
6,rejoicing,rjoing,rjcng,rejoic,rejoig,1
7,rejoicing,rjoiing,rjcng,rejoici,rejoicg,1
3,rekindle,rkl,rkndl,rek,ree,1
4,rekindle,rkle,rkndl,reki,reke,1
5,rekindle,rkdle,rkndl,rekin,rekie,1
6,rekindle,rkidle,rkndl,rekind,rekine,1
3,relation,rln,rltn,rel,ren,1
4,relation,rlan,rltn,rela,reln,1
5,relation,relan,rltn,relat,relan,1
6,relation,relatn,rltn,relati,relatn,1
3,relatives,rvs,rltvs,rel,res,1
4,relatives,rlvs,rltvs,rela,rels,1
5,relatives,rlves,rltvs,relat,relas,1
6,relatives,rlaves,rltvs,relati,relats,1
7,relatives,relaves,rltvs,relativ,relatis,1
3,relativity,riy,rltvty,rel,rey,1
4,relativity,rviy,rltvty,rela,rely,1
5,relativity,rvity,rltvty,relat,relay,1
6,relativity,rlvity,rltvty,relati,relaty,1
7,relativity,rlavity,rltvty,relativ,relatiy,1
8,relativity,relavity,rltvty,relativi,relativy,1
3,relaxation,rxa,rlxtn,rel,ren,1
4,relaxation,rxan,rlxtn,rela,reln,1
5,relaxation,rlxan,rlxtn,relax,relan,1
6,relaxation,rlaxan,rlxtn,relaxa,relaxn,1
7,relaxation,rlaxatn,rlxtn,relaxat,relaxan,1
8,relaxation,relaxatn,rlxtn,relaxati,relaxatn,1
3,relented,rld,rlntd,rel,red,1
4,relented,rltd,rlntd,rele,reld,1
5,relented,rlntd,rlntd,relen,reled,1
6,relented,relntd,rlntd,relent,relend,1
3,relevance,rve,rlvnc,rel,ree,1
4,relevance,rvce,rlvnc,rele,rele,1
5,relevance,rlvce,rlvnc,relev,relee,1
6,relevance,rlvnce,rlvnc,releva,releve,1
7,relevance,rlvance,rlvnc,relevan,relevae,1
3,relevant,rvt,rlvnt,rel,ret,1
4,relevant,rlvt,rlvnt,rele,relt,1
5,relevant,rlvnt,rlvnt,relev,relet,1
6,relevant,rlvant,rlvnt,releva,relevt,1
3,reliabilities,rbi,rlblts,rel,res,1
4,reliabilities,rbis,rlblts,reli,rels,1
5,reliabilities,rbils,rlblts,relia,relis,1
6,reliabilities,rlbils,rlblts,reliab,relias,1
7,reliabilities,rlbilts,rlblts,reliabi,reliabs,1
8,reliabilities,rlbiltes,rlblts,reliabil,reliabis,1
9,reliabilities,relbiltes,rlblts,reliabili,reliabils,1
10,reliabilities,relabiltes,rlblts,reliabilit,reliabilis,1
11,reliabilities,relabilites,rlblts,reliabiliti,reliabilits,1
3,reliable,rbl,rlbl,rel,ree,1
4,reliable,rble,rlbl,reli,rele,1
5,reliable,rlble,rlbl,relia,relie,1
6,reliable,relble,rlbl,reliab,reliae,1
3,reliever,rvr,rlvr,rel,rer,1
4,reliever,rlvr,rlvr,reli,relr,1
5,reliever,rlevr,rlvr,relie,relir,1
6,reliever,rlever,rlvr,reliev,relier,1
3,religion,rgn,rlgn,rel,ren,1
4,religion,rlgn,rlgn,reli,reln,1
5,religion,rlgin,rlgn,relig,relin,1
6,religion,relgin,rlgn,religi,relign,1
3,religious,rus,rlgs,rel,res,1
4,religious,rgus,rlgs,reli,rels,1
5,religious,rlgus,rlgs,relig,relis,1
6,religious,rlgius,rlgs,religi,religs,1
7,religious,relgius,rlgs,religio,religis,1
3,religiously,rul,rlgsly,rel,rey,1
4,religiously,ruly,rlgsly,reli,rely,1
5,religiously,rguly,rlgsly,relig,reliy,1
6,religiously,rlguly,rlgsly,religi,religy,1
7,religiously,rlgusly,rlgsly,religio,religiy,1
8,religiously,rlgiusly,rlgsly,religiou,religioy,1
9,religiously,relgiusly,rlgsly,religious,religiouy,1
3,relished,rhd,rlshd,rel,red,1
4,relished,rshd,rlshd,reli,reld,1
5,relished,rlshd,rlshd,relis,relid,1
6,relished,rlshed,rlshd,relish,relisd,1
3,relishes,rhs,rlshs,rel,res,1
4,relishes,rshs,rlshs,reli,rels,1
5,relishes,rlshs,rlshs,relis,relis,1
6,relishes,rlshes,rlshs,relish,reliss,1
3,remained,rie,rmnd,rem,red,1
4,remained,ried,rmnd,rema,remd,1
5,remained,rmied,rmnd,remai,remad,1
6,remained,rmaied,rmnd,remain,remaid,1
3,remaking,rkg,rmkng,rem,reg,1
4,remaking,rmkg,rmkng,rema,remg,1
5,remaking,rmkig,rmkng,remak,remag,1
6,remaking,rmking,rmkng,remaki,remakg,1
3,remarking,rkg,rmrkng,rem,reg,1
4,remarking,rmkg,rmrkng,rema,remg,1
5,remarking,rmrkg,rmrkng,remar,remag,1
6,remarking,rmrkig,rmrkng,remark,remarg,1
7,remarking,rmrking,rmrkng,remarki,remarkg,1
3,rembrandt,rrt,rmbrndt,rem,ret,1
4,rembrandt,rbrt,rmbrndt,remb,remt,1
5,rembrandt,rbrdt,rmbrndt,rembr,rembt,1
6,rembrandt,rmbrdt,rmbrndt,rembra,rembrt,1
7,rembrandt,rmbrndt,rmbrndt,rembran,rembrat,1
3,remembered,red,rmmbrd,rem,red,1
4,remembered,rbed,rmmbrd,reme,remd,1
5,remembered,rmbed,rmmbrd,remem,remed,1
6,remembered,rmmbed,rmmbrd,rememb,rememd,1
7,remembered,rmmbeed,rmmbrd,remembe,remembd,1
8,remembered,remmbeed,rmmbrd,remember,remembed,1
3,remembering,reg,rmmbrng,rem,reg,1
4,remembering,rbeg,rmmbrng,reme,remg,1
5,remembering,rmbeg,rmmbrng,remem,remeg,1
6,remembering,rmmbeg,rmmbrng,rememb,rememg,1
7,remembering,rmmbeng,rmmbrng,remembe,remembg,1
8,remembering,remmbeng,rmmbrng,remember,remembeg,1
9,remembering,remmberng,rmmbrng,rememberi,rememberg,1
3,remembrance,rre,rmmbrnc,rem,ree,1
4,remembrance,rbre,rmmbrnc,reme,reme,1
5,remembrance,rmbre,rmmbrnc,remem,remee,1
6,remembrance,rmmbre,rmmbrnc,rememb,rememe,1
7,remembrance,rmmbrce,rmmbrnc,remembr,remembe,1
8,remembrance,rmmbrnce,rmmbrnc,remembra,remembre,1
9,remembrance,remmbrnce,rmmbrnc,remembran,remembrae,1
3,remnants,rns,rmnnts,rem,res,1
4,remnants,rmns,rmnnts,remn,rems,1
5,remnants,rmnts,rmnnts,remna,remns,1
6,remnants,rmnnts,rmnnts,remnan,remnas,1
3,remodeled,rdd,rmdld,rem,red,1
4,remodeled,rmdd,rmdld,remo,remd,1
5,remodeled,rmdld,rmdld,remod,remod,1
6,remodeled,rmdled,rmdld,remode,remodd,1
7,remodeled,rmodled,rmdld,remodel,remoded,1
3,remorseful,rfu,rmrsfl,rem,rel,1
4,remorseful,rful,rmrsfl,remo,reml,1
